,datetime,order_type,close1_ema33,rsi14,sto533,pos_bb20,sd_pos,profit_in_points,target
201,2016.04.08 20:30:00,1,0.00178453,60.1006,68.2379,2.19575,1.54554,-132,0
202,2016.04.11 15:00:00,0,-0.00247538,35.6175,19.8113,-3.4002,1.72367,-340,0
203,2016.04.11 20:00:00,1,0.00121979,55.8735,71.0021,0.787123,1.18427,-61,0
204,2016.04.12 02:30:00,0,-0.000255084,48.3009,54.5082,-0.279582,0.0291471,-83,0
205,2016.04.12 08:30:00,1,0.000541266,53.6968,66.5835,1.29252,-2.26241,-80,0
206,2016.04.12 10:30:00,0,-0.000244699,47.4809,48.0263,-0.775283,-1.49883,-61,0
207,2016.04.12 13:00:00,1,0.000345409,53.4363,76.3804,1.29289,-0.98143,-29,0
208,2016.04.12 18:30:00,0,-0.000637279,45.0404,10.7195,-0.673988,1.34719,1328,1
209,2016.04.14 20:00:00,1,0.000738055,55.8406,48.3476,2.16385,-0.229585,-223,0
210,2016.04.14 22:30:00,0,-0.00138415,44.5245,25.2046,-0.849726,1.03256,-144,0
211,2016.04.14 23:30:01,1,5.22E-05,51.2738,37.5,0.772,0.986145,-131,0
212,2016.04.15 03:00:00,0,-0.00114054,44.0225,28.1961,-1.37316,-0.752438,-112,0
213,2016.04.15 06:30:00,1,7.48E-05,51.2967,66.8539,0.297512,-1.64186,-128,0
214,2016.04.15 07:30:02,0,-0.00111298,42.8365,39.2962,-1.9537,-1.69506,-96,0
215,2016.04.15 12:30:00,1,5.21E-05,51.541,80.6867,0.63731,-1.51338,-58,0
216,2016.04.15 13:00:00,0,-0.000487439,45.3903,61.8182,-0.897306,-1.48897,-116,0
217,2016.04.15 13:30:00,1,0.000614175,56.5566,68.5619,1.85763,-1.09962,-185,0
218,2016.04.15 14:30:00,0,-0.00110966,41.5034,36.6372,-2.20801,-0.536639,-142,0
219,2016.04.15 16:00:00,1,0.00027023,52.7106,68.984,1.00995,-0.326232,354,1
220,2016.04.18 04:00:08,0,9.01E-05,49.3521,21.2366,-0.878927,-1.40373,77,1
221,2016.04.18 04:30:01,1,0.00102602,56.6795,44.0594,0.382252,-1.44009,-110,0
222,2016.04.18 09:30:09,0,-0.000580092,44.2883,17.7496,-1.62122,-0.807671,-192,0
223,2016.04.18 14:30:00,1,0.00129056,62.1309,77.0739,1.49835,0.602033,123,1
224,2016.04.19 04:30:00,0,0.0004395,52.1896,49.0411,-0.311663,-1.96785,-70,0
225,2016.04.19 09:00:01,1,0.00100872,58.7944,89.7561,1.24958,-1.40923,384,1
226,2016.04.20 04:30:00,0,0.000368495,50.1321,10.5479,-0.800672,-0.926451,-88,0
227,2016.04.20 09:00:00,1,0.000998779,58.9433,77.7778,0.206161,-1.11191,-100,0
228,2016.04.20 12:30:01,0,-0.000227625,45.6074,21.9802,-0.826957,-1.5232,-82,0
229,2016.04.20 16:30:00,1,0.000495354,53.8527,71.9864,0.5851,-1.17454,-260,0
230,2016.04.20 21:00:00,0,-0.00231643,34.228,10.2675,-2.75193,3.18237,386,1
231,2016.04.21 17:30:00,1,-0.000318955,49.5076,64.7849,0.941116,-0.406061,-118,0
232,2016.04.21 22:00:00,0,-0.00227371,42.5475,12.6814,-0.807334,1.76031,-137,0
233,2016.04.22 08:30:00,1,0.000465444,54.8285,93.9086,1.90021,-1.6391,-84,0
234,2016.04.22 14:00:00,0,-0.000449023,46.3326,36.4807,-0.351451,-0.447104,550,1
235,2016.04.25 09:00:00,1,-0.000275483,50.6905,57.6674,2.1053,-1.73362,232,1
236,2016.04.26 12:00:00,0,-0.000183258,46.5086,24.5283,-1.29962,-1.30236,-198,0
237,2016.04.26 15:00:00,1,0.00164811,62.8843,68.3386,3.16419,0.427147,68,1
238,2016.04.27 01:30:00,0,-7.96E-05,48.3271,16.0898,-0.54772,0.428891,-94,0
239,2016.04.27 05:30:03,1,0.000718434,53.9145,76.7677,-0.254891,-1.49464,1,1
240,2016.04.27 12:30:00,0,0.00015199,50.1696,20.8617,-0.145754,-1.17396,-70,0
241,2016.04.27 13:30:00,1,0.000794566,56.0282,54.4987,1.23632,-1.22314,-36,0
242,2016.04.27 19:00:00,0,-0.000361211,46.2544,21.8954,-0.723491,0.95567,-139,0
243,2016.04.27 20:00:00,1,0.000916851,55.335,60.6368,0.544822,0.779412,2,1
244,2016.04.28 03:30:00,0,0.000182416,50.2105,46.8529,-0.101557,-0.985756,-46,0
245,2016.04.28 04:00:00,1,0.000623451,52.6727,46.5268,0.429258,-1.0804,-105,0
246,2016.04.28 08:00:00,0,-0.000762071,43.8844,18.9911,-1.85108,-1.65845,-183,0
247,2016.04.28 11:00:00,1,0.00111932,55.4246,66.9118,0.976001,1.81611,-12,0
248,2016.04.28 20:30:00,0,-0.000970798,43.7039,18.427,-1.7336,-1.17336,-224,0
249,2016.04.29 01:00:00,1,0.00147919,57.7039,91.727,0.638011,-0.191202,1096,1
250,2016.05.02 14:30:00,0,0.000644832,52.7853,40.2247,-1.10253,-1.61079,-91,0
251,2016.05.02 15:00:00,1,0.00144455,61.5043,61.6872,0.530216,-1.63434,831,1
252,2016.05.03 20:30:00,0,-0.000150625,45.7963,10.6171,-0.617828,0.641607,462,1
253,2016.05.04 19:00:00,1,0.000837787,56.0187,76.2286,2.37547,-0.662997,-151,0
254,2016.05.04 23:30:00,0,-0.000669027,47.4032,52.7298,-0.359427,1.04366,-101,0
255,2016.05.05 02:00:00,1,0.000386486,52.5687,63.2867,0.627704,0.335717,-96,0
256,2016.05.05 03:00:00,0,-0.000525189,47.6128,54.8507,-0.525211,-0.0915142,745,1
257,2016.05.06 13:30:00,1,0.000569627,58.7108,51.1628,3.43987,-0.328816,-67,0
258,2016.05.07 01:00:00,0,-0.000939913,42.1405,37.5215,-2.18538,-1.29584,21,1
259,2016.05.09 11:30:00,1,0.000387971,54.7038,69.0114,1.52063,-2.01417,-206,0
260,2016.05.09 15:30:00,0,-0.001564,41.0036,17.1254,-1.28554,-0.199824,-187,0
261,2016.05.09 21:30:00,1,0.00071379,53.9761,57.9661,0.887101,1.19697,-210,0
262,2016.05.10 00:30:00,0,-0.00126671,43.6156,24.375,-1.30934,-2.16041,-39,0
263,2016.05.10 14:00:00,1,0.000269144,53.8062,81.9967,1.38129,-0.443483,-117,0
264,2016.05.10 17:30:00,0,-0.00094038,42.6189,14.7351,-1.1601,1.34795,-64,0
265,2016.05.10 21:30:00,1,1.01E-05,50.4922,72.4832,0.1255,1.2568,-80,0
266,2016.05.11 00:30:00,0,-0.000798205,45.0253,15.2731,-0.833068,0.334245,-68,0
267,2016.05.11 08:30:00,1,0.000492584,54.7856,74.8649,1.43649,-2.8602,406,1
268,2016.05.12 11:00:00,0,0.0002283,50.4672,30.6306,-1.4206,-1.27849,-40,0
269,2016.05.12 11:30:02,1,0.000572517,55.3967,50.7177,0.741981,-1.22364,-30,0
270,2016.05.12 12:00:00,0,0.000284722,51.4767,41.8367,-0.767672,-1.14725,1045,1
271,2016.05.16 06:30:00,1,-0.00019941,51.5276,77.7523,1.9349,-2.0099,-157,0
272,2016.05.16 08:00:00,0,-0.00155473,41.4591,40.5088,-0.164443,-1.34269,-82,0
273,2016.05.16 09:30:01,1,-0.000614991,47.6561,47.8723,0.60054,-1.23021,-50,0
274,2016.05.16 10:00:00,0,-0.00103999,44.1709,46.37,-0.33018,-1.21543,-75,0
275,2016.05.16 14:00:00,1,-4.48E-05,51.8988,41.6393,0.947179,-0.971895,35,1
276,2016.05.17 01:30:05,0,-0.000451904,44.9275,5.6,-1.07087,-0.165326,-80,0
277,2016.05.17 10:00:00,1,0.000550649,57.2657,69.4969,2.74804,-2.65717,-75,0
278,2016.05.17 11:00:02,0,-0.000148352,48.4496,53.9726,-0.0350006,-1.89826,-110,0
279,2016.05.17 14:00:00,1,0.000921214,60.9673,78.0488,2.87021,-0.341712,-108,0
280,2016.05.17 18:30:00,0,-0.000428695,45.288,15.0391,-0.70817,1.1601,-211,0
281,2016.05.17 21:00:00,1,0.00168269,62.2026,72.9904,2.03804,1.2373,-225,0
282,2016.05.18 01:00:00,0,-0.00088525,42.6653,4.47761,-1.23287,1.29904,358,1
283,2016.05.18 22:30:00,1,-0.000383833,49.1218,71.2329,0.860512,-1.41348,-49,0
284,2016.05.18 23:00:00,0,-0.00081302,46.0018,60.274,0.254062,-1.34449,-46,0
285,2016.05.19 00:00:00,1,-0.000292225,49.5412,47.218,0.969717,-1.14347,-517,0
286,2016.05.19 01:30:00,0,-0.00514765,28.2807,37.8623,-3.67014,0.836618,226,1
287,2016.05.20 09:00:00,1,6.88E-05,52.6242,53.9519,1.40794,-1.41993,-55,0
288,2016.05.20 12:30:00,0,-0.000397644,46.1929,4.97738,-0.403648,-0.900172,-101,0
289,2016.05.20 13:00:00,1,0.000576335,57.6258,42.6923,2.6279,-0.696721,-12,0
290,2016.05.20 22:30:00,0,-0.000371356,46.9474,15.8698,-1.16873,-0.342262,-169,0
291,2016.05.21 01:30:00,1,0.00120418,58.9733,84.8429,1.34999,-0.838126,-104,0
292,2016.05.23 06:00:03,0,6.30E-05,50.1482,50.2058,-0.0768244,-0.715929,-25,0
293,2016.05.23 06:30:18,1,0.00027574,52.2382,53.178,0.514309,-2.67286,-158,0
294,2016.05.23 15:30:00,0,-0.00206761,33.0892,12.4128,-3.10237,1.96954,-175,0
295,2016.05.24 00:30:00,1,0.000983365,56.9599,87.5513,1.79984,-1.16259,-130,0
296,2016.05.24 08:30:00,0,-0.000659352,42.8214,20.7207,-1.04407,-2.02888,-57,0
297,2016.05.24 13:30:03,1,2.84E-05,50.6961,55.711,-0.0630024,-1.06613,-121,0
298,2016.05.24 14:00:00,0,-0.00110264,37.9056,29.1525,-2.36597,-0.803613,475,1
299,2016.05.25 10:30:00,1,0.000107047,55.0012,89.0819,2.96071,-1.02845,-116,0
300,2016.05.25 15:30:00,0,-0.000879887,42.5496,21.7204,-0.663557,0.642105,-67,0
301,2016.05.25 20:30:00,1,-2.92E-05,51.0382,66.7426,0.147279,-1.70107,-158,0
302,2016.05.25 21:30:00,0,-0.00148799,37.6233,43.4959,-2.90619,-0.607447,-286,0
303,2016.05.25 22:30:00,1,0.00128178,59.3688,61.1502,2.59329,0.605289,-113,0
304,2016.05.26 06:30:01,0,-0.000307242,46.2832,39.2308,-0.674726,0.100251,-149,0
305,2016.05.26 07:30:02,1,0.00108535,60.2029,55.1546,1.70319,-1.82897,42,1
306,2016.05.26 19:30:00,0,-0.000248442,46.8317,21.4697,-1.36509,-1.22138,-313,0
307,2016.05.26 20:00:00,1,0.00268382,64.2986,51.5658,2.61859,-0.540556,-297,0
308,2016.05.26 23:30:00,0,-0.000743143,44.7373,16.3778,-0.923672,1.05646,-205,0
309,2016.05.27 02:00:00,1,0.00112156,56.0169,87.4372,0.633634,0.37094,-58,0
310,2016.05.27 10:00:00,0,-0.000128843,46.9681,21.7631,-1.45312,-2.21247,-82,0
311,2016.05.27 12:30:00,1,0.000597888,56.8757,81.6594,1.15332,-1.34886,-128,0
312,2016.05.27 14:30:00,0,-0.0006585,41.611,25.6917,-2.94724,-0.678528,614,1
313,2016.05.30 14:00:00,1,2.41E-05,54.4484,90.2564,2.41387,-1.07961,136,1
314,2016.05.31 12:00:00,0,-0.000675269,40.4056,26.1719,-1.78791,1.29542,-205,0
315,2016.05.31 17:30:00,1,0.00158654,65.203,80.1027,1.67664,1.58687,-252,0
316,2016.05.31 22:30:00,0,-0.00161891,40.2336,24.2033,-1.03518,1.76107,-242,0
317,2016.06.01 15:00:00,1,0.00222657,67.463,74.8999,3.46816,0.34119,396,1
318,2016.06.02 18:30:00,0,-0.000303599,45.1515,7.91246,-1.75684,-1.97078,361,1
319,2016.06.03 11:30:00,1,-0.000329368,48.3629,88.7879,1.52336,-0.897524,-50,0
320,2016.06.03 14:00:00,0,-0.000664551,43.1164,45.0161,-0.31688,-0.50248,-1361,0
321,2016.06.03 20:00:00,1,0.0126892,88.6868,90.6858,4.2781,4.293,540,1
322,2016.06.06 13:00:00,0,0.00197987,60.0967,63.3562,-0.912394,-0.587287,-166,0
323,2016.06.06 14:30:00,1,0.00318628,69.2156,62.931,1.52212,-0.674067,-234,0
324,2016.06.06 18:00:00,0,0.000135892,46.6008,12.1795,-1.67327,-0.863508,-217,0
325,2016.06.06 19:30:00,1,0.00203101,60.1426,62.5935,1.57018,-0.355062,-15,0
326,2016.06.07 04:30:00,0,0.000197339,49.1439,5,-0.559531,0.0457883,-65,0
327,2016.06.07 07:30:01,1,0.000636821,53.2769,70.8333,-0.134187,-1.3324,-42,0
328,2016.06.07 08:00:01,0,0.000232302,50.0418,55.5233,-0.628258,-1.26988,-102,0
329,2016.06.07 14:30:00,1,0.00114715,59.6053,55.3816,2.80302,-1.11673,-184,0
330,2016.06.07 18:30:00,0,-0.00100291,40.6888,16.8449,-1.50002,1.25468,-144,0
331,2016.06.08 01:30:02,1,0.00064314,55.093,90,0.643944,0.868006,-83,0
332,2016.06.08 06:00:01,0,-0.000222273,47.1756,31.2757,-0.281687,-2.03771,-70,0
333,2016.06.08 08:00:00,1,0.000461295,55.886,52.6316,1.17549,-1.46577,360,1
334,2016.06.09 13:00:00,0,-3.77E-05,47.0699,13.6957,-0.781772,0.580525,818,1
335,2016.06.10 15:00:00,1,0.000246336,55.9257,74.6939,1.70619,-0.778711,-188,0
336,2016.06.10 16:30:00,0,-0.00147637,39.8718,32.5062,-0.66049,-1.55228,-71,0
337,2016.06.10 20:00:00,1,-0.000338497,49.3257,69.2408,0.456231,-0.655361,-128,0
338,2016.06.10 20:30:00,0,-0.00150447,40.7005,48.8604,-1.25814,-0.429782,312,1
339,2016.06.13 13:30:01,1,7.17E-05,53.5096,75.2044,2.36717,-1.21555,-112,0
340,2016.06.13 20:30:00,0,-0.00122796,40.5158,16.6098,-1.41358,0.104222,-202,0
341,2016.06.13 21:00:00,1,0.000679565,55.2655,40,0.932959,0.0484452,153,1
342,2016.06.14 12:30:06,0,-0.000237749,45.3121,20.1166,-2.13254,-0.827849,770,1
343,2016.06.15 12:30:00,1,-0.000546399,47.3836,79.8013,0.370423,-0.587742,477,1
344,2016.06.16 16:30:00,0,-0.000686425,44.0391,13.9699,-1.77954,-0.181911,358,1
345,2016.06.17 01:00:00,1,0.000744457,53.8172,78.5449,0.592222,0.417169,169,1
346,2016.06.17 14:00:00,0,-0.000393846,46.7794,12.0499,-0.902372,-1.06801,-218,0
347,2016.06.17 15:30:00,1,0.00153755,57.0955,78.6092,0.460989,-1.10386,792,1
348,2016.06.20 16:30:00,0,0.000676866,50.4284,39.3398,-1.42327,-1.81195,150,1
349,2016.06.21 07:30:02,1,0.0001578,51.7086,78.5863,1.02114,-2.09035,-42,0
350,2016.06.21 18:30:00,0,-0.00121232,40.6537,28.129,-2.61238,-1.05683,519,1
351,2016.06.22 10:30:00,1,-1.84E-05,52.8762,92.3077,2.00055,-0.842645,852,1
352,2016.06.23 23:30:01,0,-0.000459479,46.394,38.3974,-0.72063,0.636186,-349,0
353,2016.06.24 03:30:00,1,0.00270964,60.4927,67.7542,0.803335,-1.4353,-533,0
354,2016.06.24 07:00:00,0,-0.00317325,40.3489,38.6094,-1.58926,0.31472,2117,1
355,2016.06.24 22:30:00,1,-0.000523658,51.5754,82.8665,0.963821,-1.28064,-1142,0
356,2016.06.27 04:00:20,0,-0.00335626,44.7659,11.1831,-0.336032,-0.895301,-430,0
357,2016.06.27 14:30:00,1,-0.000588003,50.6348,76.4885,1.03838,-1.8901,-315,0
358,2016.06.27 17:30:00,0,-0.00320725,42.7931,8.43496,-0.403808,-1.03218,-194,0
359,2016.06.28 00:00:00,1,0.00113545,54.4158,89.6152,0.801582,1.19082,-353,0
360,2016.06.28 02:00:00,0,-0.0020716,45.7168,28.7149,-0.358731,-2.08475,-148,0
361,2016.06.28 03:00:00,1,-0.000519063,49.6753,40.9609,0.58978,-1.91462,-41,0
362,2016.06.28 07:00:00,0,-0.000696142,48.2393,21.2891,-0.0386711,-1.28662,-93,0
363,2016.06.28 07:30:00,1,0.000191866,51.7758,49.7881,0.569044,-1.22846,379,1
364,2016.06.28 21:30:00,0,0.000242196,49.7762,21.4352,-0.747509,-1.53122,-176,0
365,2016.06.29 03:00:00,1,0.00215343,59.4708,78.6453,1.02183,0.763907,-275,0
366,2016.06.29 08:30:00,0,-0.00115985,43.2928,8.81834,-0.963507,-0.765504,-166,0
367,2016.06.29 12:00:00,1,0.000457434,52.4451,83.559,-0.0197206,-2.57378,-112,0
368,2016.06.29 13:00:00,0,-0.000643381,45.4252,52.0468,-1.2452,-2.01062,-139,0
369,2016.06.29 14:00:00,1,0.000699012,53.9746,47.0085,0.592051,-1.9271,-108,0
370,2016.06.29 16:30:00,0,-0.000526062,47.2596,9.69782,-0.567164,-0.292967,-304,0
371,2016.06.29 17:30:00,1,0.00234812,59.2701,38.6667,2.135,0.471241,182,1
372,2016.06.30 10:00:01,0,0.000198783,49.4665,32.2284,-0.749446,-1.0455,-120,0
373,2016.06.30 15:30:00,1,0.00148453,57.9301,70.4991,1.10886,0.45326,-164,0
374,2016.06.30 20:30:00,0,-0.000824711,45.6717,31.9945,-0.529238,1.58306,-27,0
375,2016.07.01 04:00:00,1,0.00116361,54.0006,94.7077,0.606468,0.506957,-163,0
376,2016.07.01 11:00:04,0,-0.000941021,44.9837,8.31919,-0.857353,-2.36869,-190,0
377,2016.07.01 15:30:00,1,0.00117623,56.7726,75.2332,1.03356,-0.773488,183,1
378,2016.07.04 07:00:01,0,4.15E-05,49.1208,41.8886,-1.0886,-1.47679,-82,0
379,2016.07.04 09:00:00,1,0.000729309,53.9127,55.5556,0.546555,-1.27112,-163,0
380,2016.07.04 14:00:00,0,-0.00120786,41.2117,26.7748,-2.6835,-0.289837,-172,0
381,2016.07.04 19:00:00,1,0.000789249,54.4311,78.5227,0.609027,1.33228,79,1
382,2016.07.05 07:00:00,0,8.46E-05,49.2565,13.4375,-0.704558,-2.09074,-189,0
383,2016.07.05 14:30:00,1,0.00246548,68.9675,58.7935,2.72253,0.680611,-327,0
384,2016.07.05 21:30:00,0,-0.00119783,43.5028,38.4007,-1.00766,1.15211,659,1
385,2016.07.06 14:30:00,1,-0.000502544,49.7255,84.4302,1.1452,-0.967705,-110,0
386,2016.07.06 19:00:00,0,-0.0011648,42.9505,47.2643,-0.261777,-1.29193,-178,0
387,2016.07.06 19:30:00,1,0.000569597,55.8568,41.8331,1.82864,-0.996388,137,1
388,2016.07.07 09:00:00,0,-7.71E-05,47.8163,27.3504,-1.59122,-2.09157,-111,0
389,2016.07.07 11:00:00,1,0.00091324,58.5081,84.0391,0.229918,-1.40513,-101,0
390,2016.07.07 13:30:00,0,-0.000297281,45.9656,17.6282,-1.3446,-0.940756,-99,0
391,2016.07.07 21:00:00,1,0.00106313,57.2108,79.6386,1.15802,0.853877,-200,0
392,2016.07.07 21:30:03,0,-0.000844116,45.1064,60.5236,-0.876966,0.298,77,1
393,2016.07.08 08:00:00,1,-7.24E-05,50.8253,58.9532,1.61027,-2.26982,-48,0
394,2016.07.08 17:00:00,0,-0.00103984,37.4426,17.8423,-2.30612,-0.821589,132,1
395,2016.07.11 10:00:12,1,-8.34E-05,50.4496,79.1319,0.693397,-1.21739,-52,0
396,2016.07.11 12:30:00,0,-0.00049421,46.4203,16.9096,-0.578216,-0.846135,-99,0
397,2016.07.11 18:30:00,1,0.00115567,58.4839,88.1785,1.30044,1.56991,334,1
398,2016.07.12 21:30:00,0,0.000225433,49.6937,36.4691,-0.661009,-0.912117,195,1
399,2016.07.13 13:00:00,1,7.87E-05,51.9744,69.837,2.27932,-1.33022,-111,0
400,2016.07.13 14:00:00,0,-0.000934018,41.5833,45.1247,-1.77992,-1.06297,-206,0
